"PID","Sale_Price"
909425085,254724.772842688
534177180,257515.36008755
526351100,157422.287448413
528150090,362545.141567829
528348010,223034.041002067
903430060,128357.445743311
534402060,146122.343109559
533206060,174731.672273569
907285010,238002.248572031
907265100,212610.809899006
535327230,101242.826973838
535103050,205504.448816416
528488140,215357.981653745
905352180,240729.904265487
528178070,387026.009252352
531479020,71699.8866576667
907201280,140580.245183278
902103090,115905.675571053
527180040,205117.157243874
902128075,109211.099306207
907290240,141851.288397238
528235190,183618.406514999
527455100,144614.019798122
533130020,229576.648536849
903476090,128113.589746866
533212010,156172.342936274
528292030,294819.643963548
535353240,159261.071631188
535475010,145069.578441184
908127120,116117.545929365
923226320,75135.9633486345
909452050,220385.588135614
905427030,235198.706874582
923225510,127326.984857743
902302150,126543.761458863
528222010,270128.956163754
902106040,171507.860185942
903236040,110307.031184776
527455240,116944.257337444
905227050,137374.267984457
906380180,182897.313380546
923228390,74859.0258932618
527365010,266538.435391515
535376060,146888.417452062
528429080,263561.075391746
905107300,156901.60025594
909475020,227890.672073224
527403310,144742.751454086
528228340,184840.183306889
903231060,42880.0317923469
534202160,146513.891640468
907192150,188158.960558334
527163080,162433.348436158
528228430,210018.821258731
914467050,220413.333123831
909175080,41119.4720397705
902206040,127734.664377474
916477060,274289.728863553
911204100,83690.8259011641
528480150,198314.592823216
909254090,166480.990976265
905228050,40758.3712408421
907425010,145111.78106361
906201021,165399.336424777
902207110,83381.3230343637
911370520,275397.146879968
534427140,151596.834847412
528431030,193404.428006137
904302030,152158.530883582
923201020,147464.447523212
905103110,122719.333053426
907285050,192709.216811483
905475150,131763.132507974
528427070,234338.511726266
534178010,136005.005349124
908154195,268475.255515867
909281130,259313.649416592
534175010,142954.025630036
528174050,194191.576058286
910200040,119399.736959208
905477010,101258.759420168
535154050,119291.497142508
923275140,111926.850326955
905475160,121788.944299466
528382020,290594.821863136
533213140,169552.254236035
906392090,264431.935572018
906340090,376037.199284484
527453070,136536.793041997
903236010,122025.06743361
534431020,139846.936791416
534250410,198629.740306945
916253320,263853.810903814
923203100,172157.942112116
528221010,183374.812113969
527110020,163287.895064156
527454130,145928.770593785
902206270,134089.527292956
535454050,90419.5863904651
527107130,190853.558492083
532376180,117545.0283714
913350030,212533.369124761
534276290,106960.25470445
532354070,131853.386649476
535154130,150710.450754982
909427200,162722.665071808
534252060,141178.114493062
527451550,113230.873658685
923275200,133810.022515859
906225210,162619.345059018
527161010,176945.522771116
907405030,222091.853266631
535327140,90121.9772423636
916475100,311244.045553171
905402070,109203.079910478
527302175,169988.914061388
903202170,139654.751689301
906426090,157003.383713514
910202100,116213.81741717
909451180,127618.868672973
905100060,132654.417728822
527355280,202327.080398513
909275110,188064.238838076
527302020,190722.372848097
534250400,189678.661158535
903235020,94540.111144432
528222030,185494.446028038
528477050,325536.126316189
533208020,212145.778876849
531452180,194815.016819506
909428180,190314.654779179
907262020,205753.499686716
535300120,172044.365228783
907275090,218335.666011012
903458110,109021.707403046
532376160,133915.854014999
528363050,325251.252937437
528458040,246889.834546924
527208010,386662.25089421
907185050,202156.195235735
527356050,148871.968217682
923203110,159298.895037086
905105040,111343.856052127
534475185,160035.120752123
907194160,210424.398140627
909254140,91992.7725663903
902401130,149493.837805418
905108120,147573.619166136
908275300,126305.03747837
533221100,183127.1747294
533236060,193644.354989706
532377140,124483.071117441
527164060,163843.525270601
902301130,113063.943451161
528315090,356832.847059731
923225050,132164.973572205
902128020,92580.5989999346
528280230,221343.122722645
527358200,140249.888766155
907187080,193218.412678611
905427010,188652.175154524
905325020,261388.848752683
909254070,187741.682108
905351045,164058.514570459
902205090,118565.956308756
535150280,133091.085256542
533253160,190913.449880368
532377130,131781.354339549
535478070,134373.2040084
905451050,144607.262136869
902102100,104223.177648171
905201090,158994.739568337
907252020,245932.931194105
902325160,102333.526178048
907125040,157231.58833497
527450030,108397.697410299
528228360,213390.43433731
528222050,168275.63086999
526350040,125098.946514011
535105030,127698.002641822
535402330,169993.453315713
906392100,246780.373409659
909455060,155322.147035826
528186050,285747.089531965
531451280,208931.669039567
531363010,187095.550947554
528228325,193561.085083289
535303050,143769.286757586
923203140,159733.824875824
528480160,203616.827233975
528235120,186904.551880578
923400125,129715.386139102
907202080,133917.514282727
906226120,141804.08355758
907410100,184162.057431969
533125080,269441.742001153
527455050,151399.475332616
535301080,118981.095057373
905403050,104756.499411928
528480170,258541.98495944
535378080,134787.88964182
528439050,227691.030102828
917425190,201313.147099464
905401020,269164.36842602
905300080,145657.088520271
923276030,129029.399792319
535354100,134820.800858759
528240150,191286.692087858
916384100,243763.678917259
903225140,124976.481645375
527359050,137673.29647638
535177100,136697.829511635
905402060,131314.415639969
528290170,188707.596415743
534403290,213007.172050368
528458030,228881.469694972
906226110,117452.134466788
535453040,131310.783985807
903475020,106301.907169237
528120010,290352.154892864
907130110,180471.600212683
905107380,131176.483366066
528390210,234275.498101133
527402060,155555.028558721
905226110,134518.602758302
903231130,102592.082960795
535178100,152161.868442893
907125090,154409.71060721
911226030,74740.4678171214
902477130,41968.4467671188
909282020,226237.357393946
907280170,205606.385933845
527166040,163089.934902562
528458140,252849.530699644
528120060,380368.586707927
902301120,134310.93837822
909254150,136580.160401508
923230190,123689.263922709
527163070,179565.48005661
533206050,194203.614140101
916403250,228376.277048886
534428100,142815.716024851
528275060,177242.938377368
527425025,124791.521452739
908103350,130040.521800342
923400150,125281.136426394
902404010,144028.381878775
533206070,212189.888781718
528180110,341593.23032716
534402140,144763.044380835
905452050,91962.422597981
535151160,134855.263398827
909280030,217019.320055178
535426130,188088.27354638
909475050,181253.295901538
534452060,133478.771743081
902106070,120658.077501167
907290260,248672.493159397
534177230,214448.016243805
909101180,126682.621356023
534201250,170919.066297861
535325400,106048.158746663
902128100,108290.23956462
534127270,157839.147766768
535325280,131723.932696164
528480060,336489.483195146
527210030,450138.297593772
906201030,181518.998217884
905427070,195971.635733939
535153150,168974.202638509
907227090,121769.89768291
528106020,485207.024080256
527455250,124142.229208679
907125120,143796.436917956
528441090,417795.000764606
535454160,130075.871251199
528275110,223614.407297226
911175360,93988.6812458334
903425190,208777.305197415
535451250,136312.622625444
535403200,124914.400715128
923277040,142085.786851579
527425090,106729.462172229
527451330,106588.176201363
909275040,140579.306712026
904300150,70793.5648848661
528482090,314215.111674639
902401060,89208.6368040256
527302185,234857.11744751
909475070,267465.04286061
527405160,106612.37174379
903232100,132223.217963891
534451020,62586.6771113457
910206110,108239.234411839
902105050,131619.456869603
903426200,154503.983582247
528228435,200762.322885193
528120130,360671.539921311
533254050,214678.217472243
908103260,113862.18178641
905200290,158793.654886274
532478020,331646.016405386
907405140,209383.264652074
906394060,194850.505956509
902207140,101773.611865844
533205060,256563.758649234
535382150,72422.1566668754
909176180,134118.558681848
531367050,224213.389259555
905476225,135803.334845634
535301170,146046.415389586
535452060,136455.044618933
924100070,158113.19426699
905478190,104063.770754004
903230100,98871.6059019137
528178090,370013.5052189
906392110,242585.350125937
531382070,247754.98659782
531375110,154816.969402171
916382010,218597.765368019
909101080,89278.0858274236
906223180,210680.416098316
534200030,116938.681133659
910203090,111435.000732368
528292020,220557.999922542
534451080,71530.9862705852
528488100,193064.610614
904101040,138367.097331969
527216010,423503.049714289
527451410,93971.6522163401
905104080,113363.989827518
531363030,165031.272696603
528294060,180122.552598785
534204120,151430.810291525
902106010,144372.181979154
902128150,148956.893704534
534402170,186212.459219402
528186110,283648.335268623
535402180,120339.643598173
907251090,251117.381955904
903232030,92327.6362218916
909175050,191016.528895498
904351280,126057.987610262
908127100,128267.138061736
531382090,176606.494942091
908102020,122853.527651793
903231080,111162.108314152
910207110,99817.0304290337
535383100,97007.0734450664
916382120,310681.476700777
535454060,90453.6539874273
533217050,147523.103170021
902406020,118178.523100294
533251130,188559.003373697
532353050,139125.414146637
906204180,231645.054181067
527452070,133815.382292833
907252190,252595.019152778
909251040,150420.254828512
535327200,137404.010544358
906230030,269366.206448267
908188120,133862.736314366
535379100,130952.496255377
903430050,82655.5528720388
923252100,133656.466828055
903233030,125397.2027153
528144030,271193.45255503
907192040,221075.83415693
907202010,155863.751737653
916386180,220405.976157896
535403280,146634.52527576
526353050,212588.710047573
527210050,340418.902773039
903429080,163660.34255571
528150070,473101.052014281
527358120,168865.946979038
916455150,308439.88051518
916403010,186028.748349349
907253110,247087.22260075
527401160,123692.448864117
907203090,122562.490401857
906204280,266869.851955015
528360050,555245.269518522
914460110,215722.225134733
534127130,146104.367662075
527356060,165489.428835959
528186080,280897.17111765
906475200,204620.311106199
909278020,134588.280604448
528231050,197541.249107009
535380110,91161.6997605692
535175070,138707.701385128
903228060,125492.191619101
528170070,258044.895571949
904301060,180232.008588821
902207170,84207.7735668587
535325320,131280.607572706
907275150,316036.904793546
535175030,158346.787236119
902105110,126437.123938337
910204050,155977.654071021
527146135,278988.579025389
528235000,164883.238822804
528275070,235823.99604514
527353080,197042.645875024
905478030,146073.856268143
533352170,170355.849415653
535457010,142678.220576894
924152030,208315.096285396
532377050,139541.057875887
533252020,167090.027426748
923225300,89050.3658843274
923228220,86453.0917594494
535303030,170523.106923895
906223210,240961.430081274
535402070,147836.045571392
906394020,205999.709051712
906403060,211993.690298077
534151120,216915.654980659
907135040,155027.3586612
528116010,335607.840530694
903429010,128020.279263283
533253070,205069.823884636
902406030,116041.161622252
903201080,155842.497201249
908204160,77130.4896104172
908250040,110527.744578884
534431130,117590.661794584
905377020,132666.057077647
534431070,148817.175809551
527165130,170179.829440465
527302090,203362.992731045
907202100,124110.622767601
907295020,227636.316619579
527163010,174405.86757884
904101170,118419.842627346
535354070,119676.872320325
535154060,161976.083704593
907202240,164057.262908099
528280180,226767.228257779
905104240,123498.670770096
534201240,151171.229233227
528490040,226951.125552597
527454200,147619.788178596
535403030,131085.442433261
528490080,208345.09682377
527127150,205562.272322741
906204140,225701.406171483
903227090,129734.933196434
528108140,391813.403019338
902304040,140062.225616419
527450080,127446.283473779
923202025,205229.275249611
905427050,148434.334753634
533223010,164245.119017391
906475170,256599.973588469
534428020,133304.872478746
914474070,228710.839636058
907262070,190835.904131385
528114040,405925.600137468
923225260,175866.641813057
906426060,270968.795988878
527404020,125780.349175489
902125080,97704.5275595301
903476100,99330.4516462017
905475510,108069.768574744
534252240,161824.308457884
528228545,169998.96543035
534201280,141314.703397929
910205020,75126.2188681424
907200340,134850.247780057
535382020,138458.837948756
906382040,208454.009246392
909252170,139569.139889747
904100090,159857.110672006
531382120,220295.86122203
535105110,171736.181913746
535350040,128503.44286047
907410130,267779.479380014
527376100,150213.252800804
535177020,121010.470602056
533221090,181699.64178129
906201023,236815.631993283
533208140,179802.813838178
532376110,139092.51331461
905100030,137285.340778497
534204030,142479.698726822
902101050,135647.103612494
916176030,158044.901832629
534129060,198008.631608729
533253050,168611.20805932
902204120,140673.184855711
905351089,194837.312904633
909275160,139415.888851775
528366040,338601.51780534
527403120,101917.554822188
905101490,135387.849181016
906382030,240923.286511906
534400120,171027.170215582
909428190,210735.27453628
527302070,183088.058722557
906200230,174613.066924623
909276160,277022.936001454
534151180,249188.360033526
903481010,88916.6245417293
902106120,83092.7732611349
910206010,55179.1632133497
916380060,251004.849604943
902301080,114714.838022998
907175080,224832.629191693
527162130,190732.558793688
535151080,135220.102497837
527131110,256728.235143081
923202137,112437.918980676
533252130,202048.646380765
531367010,189372.116864475
923225190,108795.596896449
533215040,282228.487021975
535454030,93691.2076110464
528344040,353689.786624498
906226070,120618.040303946
916125425,247549.274285873
527451640,111396.217947908
534129040,188627.528720047
528240060,190671.451279169
907401050,198717.275363188
533212150,146883.514603999
533210060,159459.250516895
528387030,264404.953480553
531385130,245010.577854991
907290230,138198.558826025
527328050,164686.014509279
907275140,295782.7875627
910203100,55086.4143649232
916125360,178791.574980048
528110070,309416.239633548
526351030,180311.607822299
905426030,175535.540154198
528477030,231945.028457772
908102130,100644.718847919
535179060,161732.201051764
535450180,81947.9000227753
902330010,126663.534188044
533213020,210915.825428455
531451290,201678.253420557
531375050,153270.34047355
528222060,182357.743838543
534476080,138503.476230284
531376060,197765.371880176
535455090,122126.003830556
527404140,109047.599306502
903206120,195767.281287363
910205130,134448.448104044
923226150,144408.810580041
533352150,162446.980957296
914478020,129202.28054919
905107320,128675.74162572
534151175,277864.334320329
923252075,144657.745359673
1007100110,121493.129317059
906475110,206181.314982786
534176250,137019.427092511
532477040,262632.463509654
531450040,171635.813877749
534278230,143062.586770352
527357180,262880.541777985
924100050,136725.860905274
911102090,84771.2357443517
907410040,202581.167457647
527354040,229101.381602078
903226170,123267.219562007
535453160,122782.313649505
905106140,143601.563158936
528480070,257626.880174518
528456220,212458.995785904
904301110,103669.334760778
528120100,220327.797293415
535304020,136509.321151595
905101200,112306.318652101
528427040,215892.429917803
526355080,298672.053807949
535403150,149487.707488471
527427230,182948.601364551
923230180,131843.201682605
914452190,142529.303278462
905225080,207533.627944994
533352075,159325.483127053
527276160,198461.5993765
534275010,131760.116723719
528150040,366391.471109704
908102140,127588.810624489
923225080,120055.24864282
905104180,137002.70210906
535451010,120170.94289612
907194020,212741.022619852
527375160,196926.924530844
906223140,227167.882894427
907290170,140585.876142356
527451650,119859.395514598
528186090,294843.262511044
527451450,101046.629166158
535476350,175218.42945112
528480130,215874.92988654
535402220,179407.48863362
527403360,112048.815823715
532377060,114730.921037737
527354200,183431.132072227
908152260,155359.034974305
528326030,285431.697529767
527452100,138777.431505765
535152050,240901.230335918
923228180,73191.547938835
534104100,200268.003508864
902103150,125356.310257016
923203090,161995.857382613
903227140,115048.117833671
903426180,129317.909708302
528176010,495884.142729122
535450100,119945.499468037
905226030,112614.127183175
923276100,137141.529026984
528118030,396920.360503198
923225490,115736.347283077
914476450,216465.56649827
528458080,233825.5110026
535152280,130946.626743401
905426200,150855.686663129
906392120,275071.929105676
535402100,149490.843898293
907200190,140932.882760477
535302080,126541.951248783
535305160,116736.222183099
528221060,177727.877358616
533212050,159133.692598606
908208020,136311.842640592
534276010,120404.618024809
909256060,125814.420580029
528150080,334787.249873648
902134060,93215.2866847326
534275220,126032.143332898
907410110,218457.509349482
923225370,93485.2125266341
531452070,157885.667507451
534451110,124358.244189424
914475010,144732.399015981
527358140,193605.946680492
528250030,213214.475119402
528142010,312463.71024421
916460060,236983.494282756
535180020,159492.862013156
528386040,356985.335072394
906380070,357752.50610369
907260030,193778.104879939
535455060,122326.027287024
528358040,279940.314115812
909251030,133049.079529817
527164120,197695.977875728
528102010,368092.882647022
923229010,152554.905483777
527158020,171549.737333869
527455080,148134.958751755
907180040,202479.37850614
528327010,410634.542978418
528228280,194507.96226462
535180070,138184.589112024
905479110,110850.973965447
903484080,87823.6586936893
534426110,139687.252647148
534479120,117865.396631874
905475520,93988.8605151871
528174070,203557.803812224
916384080,241469.360260621
532377020,109578.85226497
909101190,128953.376046375
909275250,147072.041791892
905106170,125423.156016563
528172060,241782.287337778
532377100,132051.83600254
528290060,161373.221195239
534400060,161581.732999448
528221040,203507.53090823
531380080,231379.447103493
909455040,174005.481254404
907262060,252530.467975842
527455060,151293.821815602
531452020,134370.256630435
527425060,108470.395175352
909250030,110941.503574283
535180100,142991.794466871
923225200,130616.734240157
534128100,155955.937808041
528253020,239594.343665007
907230240,142180.264233434
527451020,111163.062430275
902103170,89060.4725383751
534226120,131011.830558808
533250110,222610.104252801
907280090,240965.10688896
909101060,60725.1622779493
535380050,136565.312367667
531475220,159144.46804521
907425030,147231.181340434
907192030,182567.599831791
535377100,80633.648620297
923202220,146236.657364402
923229100,201458.341740756
902106140,108129.252499616
909475230,268334.215661907
526303060,194228.803925478
528294050,162810.057363033
909275310,206076.734448045
528480040,252299.856452613
903226160,104534.648993527
905480030,113414.922170884
907425015,146540.861343745
528218150,182261.423202822
905352140,233265.354674392
907290020,253302.790074417
909251170,148288.035912917
535302070,127006.574649645
532378240,127084.116972562
527402130,106956.480576869
533221080,175653.264439506
905108170,146940.397703987
527158090,176926.623959586
535355020,198982.578981474
535451210,92081.9506059942
528326110,331055.095598976
908152060,135785.46334462
908188140,133765.238486978
531375060,142593.747020995
902204060,123081.737093852
907194110,183975.983036949
907196060,181661.523678211
909250210,121848.542281932
902109160,134927.174437788
907192090,215165.21486597
908276140,108998.836137919
903456060,89597.3426184144
535353060,112355.275688591
534175080,233774.896983111
903430080,120915.52989762
906223110,230485.736692121
528431050,265405.633086952
914476430,162134.031488781
906426195,264554.776703346
905226130,154213.101100287
528363110,340947.516312467
907412090,188175.828897007
905402110,127284.977536295
528102110,431099.993019728
908201100,82416.0316169893
914476080,111695.460212798
533206040,162244.315222289
909281080,230564.221624796
902105130,83881.7984194841
916403230,210188.53504745
